RankQS,Name,location,size,focus,research,age band,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ifr score,ifr rank,isr score,isr rank,irn score,irn rank,ger score,ger rank,score scaled
801-1000,Kaunas University of Technology,LT,M,FO,VH,5,A,11.1,501+,20.3,452,31.2,496,5.9,601+,3.3,601+,12.7,601+,62.2,544,20.2,582,-
801-1000,Kazakh-British Technical University,KZ,S,FO,HI,2,A,11.9,501+,22.4,422,25.1,583,1.4,601+,11.5,601+,2.7,601+,7.7,601+,28.8,440,-
801-1000,Khon Kaen University,TH,XL,FC,HI,4,A,15.7,501+,17.4,501+,9.1,601+,4,601+,8.4,601+,2.6,601+,39.6,601+,3.7,601+,-
801-1000,King Faisal University,SA,L,FO,VH,3,A,13.2,501+,4.8,501+,10.8,601+,2.2,601+,99.1,89,2.2,601+,35.4,601+,3.9,601+,-
801-1000,King Mongkut's University of Technology Thonburi ,TH,L,CO,HI,3,A,13,501+,10,501+,14.2,601+,7.2,601+,8.6,601+,2.7,601+,26.1,601+,4.4,601+,-
801-1000,Kyrgyz-Turkish Manas University,KG,S,CO,MD,3,A,10.7,501+,7.9,501+,15.6,601+,1.6,601+,89.5,175,29.2,434,1.2,601+,1,601+,-
801-1000,Liverpool John Moores University,UK,L,CO,VH,3,A,9.4,501+,5.1,501+,9.4,601+,15.1,601+,48.4,360,32.2,413,80.4,318,3.2,601+,-
801-1000,Lodz University of Technology,PL,M,CO,VH,4,A,5.1,501+,4.1,501+,39.6,395,8,601+,3.4,601+,4.1,601+,59,580,6.5,601+,-
801-1000,London Metropolitan University,UK,M,CO,HI,2,A,5.3,501+,3.3,501+,5.7,601+,4,601+,58.1,315,99.9,22,14,601+,13.6,601+,-
801-1000,London South Bank University,UK,L,CO,HI,3,A,3,501+,3.1,501+,10,601+,5.7,601+,68.3,268,95.9,72,19,601+,8.6,601+,-
801-1000,Louisiana State University,US,XL,CO,VH,5,A,10.2,501+,11,501+,6.8,601+,20.6,550,11.1,601+,4.7,601+,66.9,492,18.3,601+,-
801-1000,Loyola University Chicago,US,L,FC,HI,5,B,8,501+,19.1,482,22.6,601+,9.8,601+,5.8,601+,4,601+,29.5,601+,21,566,-
801-1000,Lviv Polytechnic National University,UA,L,CO,HI,5,A,8,501+,11.5,501+,47.7,326,1.7,601+,1.7,601+,1.8,601+,15.8,601+,13.2,601+,-
801-1000,Manchester Metropolitan University (MMU),UK,XL,CO,VH,4,A,10.7,501+,12.4,501+,9.9,601+,9.1,601+,42.1,398,43,321,73.3,422,18.2,601+,-
801-1000,Maynooth University,IE,M,FO,VH,3,A,9.8,501+,10.6,501+,9,601+,10.8,601+,87.7,186,17.6,565,37.7,601+,8.5,601+,-
801-1000,Mendel University in Brno,CZ,M,FO,VH,5,A,6.4,501+,6.5,501+,42.2,368,3.6,601+,9.4,601+,39.5,349,46,601+,10.7,601+,-
801-1000,Nanjing Agricultural University,CN,L,CO,VH,3,A,4.8,501+,1.8,501+,7.9,601+,46.3,289,,,1.6,601+,41.5,601+,2.5,601+,-
801-1000,Nanjing University of Aeronautics and Astronautics,CN,XL,FO,VH,3,A,3.1,501+,2.7,501+,14.3,601+,39.7,352,6.3,601+,3.6,601+,47.5,601+,2.4,601+,-
801-1000,National Chung Cheng University,TW,M,CO,VH,3,A,12.5,501+,19.6,471,21.5,601+,5.7,601+,3.6,601+,5,601+,12.3,601+,6.3,601+,-
801-1000,National Institute of Technology Tiruchirappalli,IN,M,FO,VH,4,A,2.8,501+,3.3,501+,16.4,601+,43.1,319,,,5.4,601+,33.9,601+,9.5,601+,-
801-1000,Nicolaus Copernicus University ,PL,L,FC,HI,4,A,7.3,501+,3,501+,45.1,340,4.5,601+,3.6,601+,3.9,601+,71.5,441,5.2,601+,-
801-1000,NJSC KIMEP University,KZ,S,SP,MD,3,B,6.2,501+,12.9,501+,22.8,601+,3,601+,80.6,219,16.8,587,1.8,601+,79,111,-
801-1000,Northern Borders University,SA,L,FC,MD,2,A,7.9,501+,4.3,501+,23.3,601+,1.9,601+,98.2,110,,,11,601+,5.3,601+,-
801-1000,Northwest Agriculture and Forestry University,CN,XL,CO,VH,2,A,3.1,501+,1.1,501+,32.3,477,21.8,530,,,1.5,601+,38.2,601+,2.4,601+,-
801-1000,Northwest University (China),CN,L,CO,VH,5,A,3.1,501+,1.3,501+,53.8,290,12.9,601+,4.2,601+,3.1,601+,24.5,601+,4,601+,-
801-1000,Notre Dame University-Louaize NDU,LB,S,CO,HI,3,B,4.5,501+,12.3,501+,31.8,485,3.6,601+,77,227,24.1,478,8.2,601+,11.7,601+,-
801-1000,Nottingham Trent University,UK,XL,CO,HI,3,A,9.7,501+,20.2,457,9.7,601+,6.5,601+,58.2,313,50.6,289,76.8,365,10.3,601+,-
801-1000,Novosibirsk State Technical University,RU,M,FO,VH,4,A,6.7,501+,7,501+,31.5,490,1.9,601+,3.1,601+,43.6,317,11.3,601+,4.2,601+,-
801-1000,Oklahoma State University ,US,L,FC,HI,5,A,9.3,501+,10.3,501+,11.7,601+,16.1,601+,55.8,328,7.2,601+,60,567,17.4,601+,-
801-1000,Perm State National Research University,RU,M,FO,VH,5,A,4.5,501+,1.6,501+,41.7,374,1.5,601+,2,601+,6.6,601+,4.9,601+,9.4,601+,-
801-1000,Pondicherry University,IN,M,CO,VH,3,A,3,501+,2.1,501+,5.7,601+,42.9,322,2.9,601+,1.3,601+,17.2,601+,8.4,601+,-
801-1000,Pontificia Universidad Católica del Ecuador (PUCE),EC,L,FC,MD,4,B,14.9,501+,16.3,501+,10,601+,1.3,601+,21.7,561,1.7,601+,20.2,601+,11.2,601+,-
801-1000,Pontifícia Universidade Católica de São Paulo,BR,M,FC,MD,4,B,11.4,501+,14.5,501+,31.2,498,1.2,601+,5.3,601+,1.3,601+,,,30.8,406,-
801-1000,Poznań University of Technology,PL,L,FO,VH,5,A,6.8,501+,7,501+,30.5,506,6.4,601+,2.3,601+,3.4,601+,54.5,601+,5.1,601+,-
801-1000,Prince of Songkla University,TH,XL,FC,HI,4,A,18.2,473,12.1,501+,17.3,601+,3.1,601+,4.8,601+,2.1,601+,47.9,601+,6.6,601+,-
801-1000,Princess Sumaya University for Technology,JO,S,FO,VH,3,B,6.2,501+,12.3,501+,12.3,601+,4.5,601+,55,332,37.8,365,8,601+,89.3,73,-
801-1000,Qassim University,SA,XL,FC,MD,2,A,4.7,501+,1.9,501+,27.7,544,1.4,601+,98.2,109,8.7,601+,33.1,601+,3.8,601+,-
801-1000,"Queen Margaret University , Edinburgh",UK,S,FO,VH,2,A,3.7,501+,3.7,501+,5.2,601+,15,601+,57.2,322,82.8,146,6.7,601+,3.2,601+,-
801-1000,Rhodes University ,ZA,M,CO,VH,5,A,6.7,501+,9.8,501+,16.3,601+,21.5,534,,,38.2,359,37.1,601+,50,250,-
801-1000,Riga Stradins University,LV,M,FO,HI,4,A,6.7,501+,10.2,501+,18.4,601+,2.2,601+,15.2,601+,86.5,128,13.9,601+,25.7,480,-
801-1000,Ritsumeikan Asia Pacific University,JP,M,SP,LO,2,C,3.9,501+,10.4,501+,2.5,601+,2.7,601+,99.4,83,99.9,25,5.7,601+,8.1,601+,-
801-1000,Robert Gordon University,UK,M,CO,HI,3,A,3.1,501+,11.9,501+,5.2,601+,5.1,601+,61.8,305,69.8,202,22.4,601+,6.3,601+,-
801-1000,Russian Presidential Academy of National Economy and Public Administration,RU,XL,SP,VH,3,A,4.6,501+,6.4,501+,50.3,315,1.2,601+,2.3,601+,3.3,601+,14.9,601+,9.3,601+,-
801-1000,Russian-Armenian (Slavonic) State University,AM,S,CO,MD,3,A,5.5,501+,9.2,501+,18.6,601+,1.4,601+,10,601+,72.6,188,6.2,601+,99.6,17,-
801-1000,Rutgers University–Newark,US,M,CO,VH,4,A,11,501+,7.2,501+,14.4,601+,15.4,601+,28.6,492,36.1,381,27.2,601+,56.8,203,-
801-1000,Toronto Metropolitan University,CA,XL,CO,VH,4,A,6.6,501+,22.6,418,1.8,601+,29,439,,,4.1,601+,67.8,483,13.8,601+,-
801-1000,Saint-Petersburg Mining University,RU,M,FO,VH,5,A,2.8,501+,3.4,501+,46.5,332,2,601+,15.2,601+,19.7,541,11.2,601+,4.9,601+,-
801-1000,Shinshu University ,JP,M,FC,VH,4,A,2.8,501+,2.6,501+,35,444,12.5,601+,6.5,601+,3.1,601+,37.6,601+,4.1,601+,-
801-1000,Shoolini University of Biotechnology and Management Sciences,IN,S,CO,HI,2,,6.5,501+,19.2,480,9.3,601+,29.9,431,13.5,601+,1.9,601+,22.3,601+,16.4,601+,-
801-1000,Slovak University of Technology in Bratislava,SK,L,FO,VH,4,A,9,501+,6.3,501+,37.2,416,3.9,601+,2.3,601+,3,601+,50.6,601+,22,549,-
801-1000,Sophia University ,JP,L,CO,HI,4,B,10.8,501+,20.2,456,20,601+,2.4,601+,36.8,428,14.3,601+,13.7,601+,11.4,601+,-
801-1000,South Ural State University (National Research University),RU,L,CO,VH,4,A,7.6,501+,4.4,501+,42.1,370,2.3,601+,10.8,601+,18.1,559,64.9,511,4.8,601+,-
801-1000,Southern Methodist University,US,M,CO,VH,5,B,4.7,501+,5.4,501+,32.8,465,9.8,601+,11.4,601+,12,601+,37.3,601+,53,232,-
801-1000,Sumy State University,UA,M,FC,HI,3,A,4.7,501+,3.8,501+,45,342,2.1,601+,3.2,601+,64.6,219,17.9,601+,15.4,601+,-
801-1000,Széchenyi István University,HU,M,FC,MD,2,C,6.8,501+,17.9,500,29.2,526,1.5,601+,1.7,601+,6.7,601+,6,601+,20.7,571,-
801-1000,Szent Istvan University,HU,M,FO,VH,5,A,5.2,501+,4,501+,42.8,362,2.6,601+,1.7,601+,32.2,414,52,601+,18.1,601+,-
801-1000,Technical University of Kosice,SK,M,FO,VH,4,A,6.3,501+,1.3,501+,28.9,531,4.8,601+,1.8,601+,50.3,290,39,601+,23.1,523,-
801-1000,Technical University of Liberec,CZ,M,SP,VH,4,A,4,501+,2.8,501+,48.3,323,4.2,601+,17.8,601+,11.3,601+,25.8,601+,14,601+,-
801-1000,Technological University Dublin,IE,L,CO,HI,1,A,11.4,501+,14.6,501+,12,601+,3.4,601+,33.3,452,45.8,310,27.6,601+,13.8,601+,-
801-1000,Tecnológico de Costa Rica -TEC,CR,M,CO,HI,4,A,7.9,501+,36.7,260,21.5,601+,1.4,601+,7.9,601+,2.4,601+,7.3,601+,83.7,91,-
801-1000,Tokyo University of Science,JP,L,FO,VH,4,B,10.8,501+,46.2,206,11.2,601+,14.5,601+,12.5,601+,3.8,601+,27.7,601+,60.8,188,-
801-1000,TU Dortmund University,DE,L,CO,VH,4,A,13.6,501+,8.4,501+,18.2,601+,8,601+,22.5,551,23,491,68.3,474,5.1,601+,-
801-1000,Ufa State Aviation Technical University ,RU,M,FO,VH,3,A,3.2,501+,2,501+,63.9,230,1.5,601+,1.2,601+,2.5,601+,5.3,601+,4.1,601+,-
801-1000,Universidad Autónoma del Estado de Hidalgo (UAEH),MX,L,FC,MD,5,A,3.8,501+,7.7,501+,52,302,1.4,601+,2.5,601+,1.8,601+,9.6,601+,5.2,601+,-
801-1000,Universidad Autónoma del Estado de México (UAEMex),MX,XL,FC,MD,5,A,21.7,385,11.2,501+,5.2,601+,1.5,601+,2,601+,1.1,601+,20.1,601+,4.1,601+,-
801-1000,Universidad Autónoma Metropolitana (UAM),MX,XL,FC,HI,3,A,23,363,17.8,501+,5.1,601+,2.7,601+,9.2,601+,1.3,601+,31.8,601+,4.5,601+,-
801-1000,Universidad de Guadalajara (UDG),MX,XL,FC,HI,5,A,20.3,414,11.9,501+,23.3,601+,1.3,601+,2.7,601+,1.1,601+,43.9,601+,4.2,601+,-
801-1000,Universidad de las Américas Puebla (UDLAP),MX,M,FC,MD,4,B,7.5,501+,18.4,493,35.4,439,1.8,601+,25.9,516,8.4,601+,9.3,601+,10.7,601+,-
801-1000,Universidad de Los Andes - (ULA) Mérida,VE,L,FC,MD,5,A,14.3,501+,17.7,501+,20.6,601+,1.3,601+,1.4,601+,2,601+,13.5,601+,17,601+,-
801-1000,Universidad de los Andes - Chile,CL,M,FC,HI,3,B,13.9,501+,26.8,358,9.5,601+,3.4,601+,12.9,601+,2.9,601+,14.6,601+,6.8,601+,-
801-1000,Universidad de Oriente Santiago de Cuba,CU,M,FO,MD,4,A,11.8,501+,20.8,444,22.5,601+,1.2,601+,,,,,7.6,601+,34,373,-
801-1000,Universidad del Valle,CO,XL,FC,MD,4,A,18,478,16.9,501+,7.7,601+,2.2,601+,3,601+,1.2,601+,19.1,601+,12.7,601+,-
801-1000,Universidad Diego Portales (UDP),CL,L,FC,MD,3,B,14.6,501+,24.4,392,9.8,601+,5.1,601+,12,601+,2.8,601+,29.6,601+,5.2,601+,-
801-1000,Universidad EAFIT,CO,M,CO,HI,4,B,11.9,501+,49.4,178,4.4,601+,2.5,601+,4.6,601+,1.5,601+,8.5,601+,22.4,542,-
801-1000,Universidad Nacional de Córdoba - UNC,AR,XL,FO,VH,5,A,22.5,371,13,501+,9.4,601+,1.7,601+,1.5,601+,1.6,601+,42.3,601+,5.4,601+,-
801-1000,Universidad Nacional de Rosario (UNR),AR,XL,FC,MD,4,A,20.1,419,9.4,501+,24.6,593,1.2,601+,,,8,601+,18.7,601+,4.5,601+,-
801-1000,Universidad Nacional de San Luis,AR,L,CO,MD,3,A,4.1,501+,2,501+,60.4,257,1.3,601+,,,,,12,601+,3.9,601+,-
801-1000,Universidad Nacional Mayor de San Marcos,PE,XL,FC,MD,5,A,20.3,415,34,288,6.3,601+,1.3,601+,,,,,15.6,601+,9.5,601+,-
801-1000,Universidad Simón Bolívar (USB),VE,S,FO,VH,4,A,15.6,501+,31.3,316,9.4,601+,2.7,601+,1.7,601+,1,601+,18.3,601+,,,-
801-1000,Universidad Tecnológica Nacional (UTN),AR,XL,FO,HI,4,A,3.7,501+,27.2,352,46.8,331,1.1,601+,,,1.7,601+,15.4,601+,4.6,601+,-
801-1000,Universidad Torcuato Di Tella,AR,S,SP,HI,3,B,11.3,501+,26.7,359,17.4,601+,4.7,601+,44.2,384,19.9,538,3.7,601+,93.2,49,-
801-1000,Universidade Católica Portuguesa - UCP,PT,M,FC,HI,3,B,13,501+,12.9,501+,13.1,601+,5.8,601+,8.7,601+,16.7,589,35.1,601+,29.7,421,-
801-1000,Universidade de Brasília,BR,XL,FC,HI,4,A,25,339,7.6,501+,10.8,601+,4.3,601+,11.1,601+,2.6,601+,62.1,545,12.8,601+,-
801-1000,Universidade Federal de Santa Catarina ,BR,XL,FC,VH,4,A,19.5,440,4.9,501+,20.1,601+,6.7,601+,4.2,601+,2,601+,54.3,601+,10.1,601+,-
801-1000,Universidade Federal de São Carlos (UFSCar),BR,L,FC,VH,4,A,13.2,501+,5.3,501+,17.8,601+,15.9,601+,3,601+,1.8,601+,32.1,601+,4.2,601+,-
801-1000,Universidade Federal do Paraná - UFPR,BR,XL,FC,HI,5,A,12.9,501+,6.7,501+,23.1,601+,5,601+,3.2,601+,1.1,601+,47.7,601+,2.7,601+,-
801-1000,Universita' degli Studi di Ferrara,IT,L,FC,HI,5,A,5.4,501+,2.6,501+,2.5,601+,42.5,326,3.6,601+,4.6,601+,83.7,260,3.5,601+,-
801-1000,Università degli Studi di Perugia,IT,L,FC,VH,5,A,8.2,501+,2.1,501+,3.9,601+,44.5,303,7.7,601+,6.6,601+,75.2,386,7.1,601+,-
801-1000,Università degli studi Roma Tre,IT,XL,CO,VH,3,A,16.8,501+,6.1,501+,2.3,601+,16.1,601+,10.1,601+,5.1,601+,57.2,601+,6.8,601+,-
801-1000,Universita' Politecnica delle Marche,IT,M,FO,VH,4,A,5.3,501+,2.5,501+,10.4,601+,50.8,254,4.8,601+,4.7,601+,80.7,314,4.2,601+,-
801-1000,Universitas Brawijaya ,ID,XL,FC,HI,4,A,15,501+,24.5,390,9.9,601+,1.3,601+,5.8,601+,1.6,601+,8.5,601+,6.3,601+,-
801-1000,Universität Duisburg-Essen,DE,XL,FC,VH,4,A,10.9,501+,5.3,501+,10,601+,13,601+,38.2,415,44.7,312,82.9,273,7.5,601+,-
801-1000,Université de Lorraine,FR,XL,FO,VH,5,A,12.7,501+,4.3,501+,6.6,601+,10.7,601+,27.5,504,33.6,400,91.7,128,4.6,601+,-
801-1000,Université de Nantes,FR,XL,CO,VH,5,A,10.3,501+,2.9,501+,7.8,601+,18,581,18.6,597,15.4,601+,87.9,199,4.2,601+,-
801-1000,Université de Rennes 1,FR,L,FO,VH,5,A,15.8,501+,3.4,501+,13.4,601+,20.9,544,13.9,601+,13.4,601+,88.5,189,5.2,601+,-
801-1000,Universiti Malaysia Pahang,MY,M,SP,VH,2,A,9.2,501+,8.4,501+,15.5,601+,23.9,503,29.7,478,10.7,601+,58.2,589,9.2,601+,-
801-1000,Universiti Malaysia Perlis,MY,M,FO,VH,2,A,6.3,501+,4.7,501+,31.9,484,6.6,601+,2.3,601+,5.1,601+,36.6,601+,6.5,601+,-
801-1000,Universiti Pendidikan Sultan Idris (UPSI),MY,M,FO,VH,3,A,10.9,501+,6.5,501+,23.3,601+,2.3,601+,22.6,550,17.9,561,11.9,601+,8.3,601+,-
801-1000,Universiti Tunku Abdul Rahman (UTAR),MY,L,FC,HI,2,B,11.4,501+,32.1,302,10.4,601+,4.6,601+,9.8,601+,3.4,601+,26,601+,6.8,601+,-
801-1000,University at Albany SUNY,US,L,CO,VH,5,A,8.3,501+,7.9,501+,6,601+,43.3,316,6,601+,8,601+,70.2,460,12.3,601+,-
801-1000,University of Alicante,ES,L,FO,VH,3,A,12.7,501+,6.5,501+,22.5,601+,8.4,601+,5.3,601+,15.4,601+,82.6,277,8.8,601+,-
801-1000,University of Baghdad,IQ,XL,FC,HI,4,A,9.1,501+,9.5,501+,40.1,392,1.4,601+,1.8,601+,1.1,601+,30.9,601+,38.7,337,-
801-1000,University of Bahrain,BH,L,CO,HI,3,A,10.5,501+,8.6,501+,8,601+,2,601+,90.4,172,21.7,514,24.2,601+,1,601+,-
801-1000,University of Bari,IT,XL,FC,HI,4,A,11.9,501+,3.1,501+,4.4,601+,23.6,508,5.8,601+,2.1,601+,82,289,3.3,601+,-
801-1000,University of Brescia,IT,M,FO,VH,3,A,3.6,501+,2,501+,6.5,601+,46,293,5.1,601+,7.2,601+,58.5,587,6.1,601+,-
801-1000,University of Brighton,UK,L,CO,HI,3,A,8.3,501+,5.7,501+,10.8,601+,12.3,601+,57.6,318,56.5,252,67.2,490,8.9,601+,-
801-1000,University of Calcutta,IN,L,CO,VH,5,A,14.4,501+,5.9,501+,5.8,601+,20.4,556,21.6,562,1.3,601+,38.5,601+,54.1,222,-
801-1000,University of Central Florida,US,XL,FC,VH,4,A,14.2,501+,25.7,373,2.9,601+,26,475,14.7,601+,4.8,601+,77.4,356,11.8,601+,-
801-1000,University of Central Lancashire,UK,L,CO,HI,3,A,5,501+,4.6,501+,13,601+,5.9,601+,36,435,72.6,189,60.9,559,3.6,601+,-
801-1000,University of Dhaka,BD,XL,FC,MD,5,A,19.4,441,34.2,285,12.9,601+,2.4,601+,1.8,601+,1.1,601+,27.6,601+,56.3,205,-
801-1000,University of Dubai,AE,S,SP,LO,3,B,3.8,501+,5,501+,11.3,601+,8.5,601+,100,6,78.8,159,8.1,601+,82.1,96,-
801-1000,University of East London,UK,L,CO,HI,3,A,3.5,501+,3.3,501+,4.4,601+,8,601+,75.2,236,99.6,36,22.6,601+,8.5,601+,-
801-1000,University of Engineering & Technology (UET) Lahore,PK,L,FO,VH,4,A,7.6,501+,42.9,221,15.4,601+,4.7,601+,1.1,601+,4.3,601+,38.2,601+,34.8,368,-
801-1000,UNIVERSITY OF GDANSK,PL,L,FO,VH,4,A,11.3,501+,4.1,501+,29.9,513,3.9,601+,5,601+,2.8,601+,71.8,439,5.5,601+,-
801-1000,University of Greenwich,UK,L,CO,HI,3,A,4,501+,5.9,501+,5.7,601+,9.7,601+,90.5,169,99.6,37,75,391,8.8,601+,-
801-1000,University of Hartford,US,M,CO,MD,4,B,4.7,501+,14.6,501+,31.8,486,2.2,601+,22.7,548,7.6,601+,7.7,601+,16.6,601+,-
801-1000,University of Hertfordshire,UK,L,CO,HI,3,A,4.1,501+,4.7,501+,8.1,601+,6.3,601+,57.9,316,97.2,65,51.4,601+,9.5,601+,-
801-1000,University of Hohenheim,DE,M,SP,VH,5,A,9,501+,4.3,501+,8.4,601+,30.4,426,28.4,493,25.4,464,79.8,323,5.2,601+,-
801-1000,University of Hradec Kralove,CZ,M,FO,VH,4,A,4.6,501+,1.2,501+,35.2,441,3.8,601+,29.6,482,3.1,601+,26.1,601+,19.9,592,-
801-1000,University of Idaho,US,M,CO,VH,,A,3.3,501+,2.1,501+,15.5,601+,38,367,4.5,601+,5,601+,46.7,601+,7.6,601+,-
801-1000,University of Kwazulu-Natal,ZA,XL,FC,VH,4,A,12.5,501+,11,501+,6.3,601+,19.8,563,29.7,481,2.2,601+,84.4,251,43.9,294,-
801-1000,University of Lincoln,UK,L,CO,HI,3,A,5.6,501+,7.2,501+,11.6,601+,9,601+,67.7,271,21.5,517,40.4,601+,2.8,601+,-
801-1000,University of Lodz,PL,L,CO,VH,4,A,11.2,501+,4,501+,37.1,417,3.2,601+,3.1,601+,10.4,601+,59.8,570,14.5,601+,-
801-1000,University of Louisville,US,L,FC,HI,5,A,3.1,501+,6.8,501+,20.5,601+,20.5,554,52.1,342,3,601+,53.7,601+,14.4,601+,-
801-1000,University of Malta,MT,M,FC,HI,3,A,4.7,501+,3.2,501+,40.8,385,6.8,601+,16.5,601+,12.5,601+,63.9,521,91.9,58,-
801-1000,University of Maribor,SI,L,FC,HI,3,A,6.6,501+,3.7,501+,34.2,453,7.8,601+,2.1,601+,14.7,601+,57.7,600,83.5,92,-
801-1000,"University of Maryland, Baltimore County",US,M,FC,HI,4,A,10.7,501+,6.7,501+,15.1,601+,20.2,557,49,356,10.8,601+,42,601+,13.6,601+,-
801-1000,University of Messina (UniME),IT,L,FC,HI,5,A,7.2,501+,1.9,501+,12,601+,32.1,419,1.5,601+,3.2,601+,74.1,410,3.8,601+,-
801-1000,University of Mississippi,US,L,CO,VH,5,A,3.7,501+,4.8,501+,42.7,365,8.8,601+,10,601+,3.1,601+,57,601+,6,601+,-
801-1000,University of Modena and Reggio Emilia,IT,L,FC,HI,5,A,8.3,501+,3.3,501+,2.3,601+,47.8,278,4.4,601+,4.2,601+,67.6,489,12.4,601+,-
801-1000,University of Murcia,ES,L,FC,HI,5,A,12.2,501+,2.1,501+,31.3,493,6.1,601+,6.4,601+,8.4,601+,76.2,371,4.4,601+,-
801-1000,University of New England Australia,AU,L,CO,VH,3,A,10.1,501+,6.5,501+,1.7,601+,35.7,387,3.2,601+,4.4,601+,56.5,601+,6.8,601+,-
801-1000,University of New Hampshire,US,L,CO,VH,5,A,5.5,501+,6,501+,10.8,601+,28.5,447,6.1,601+,4.3,601+,58.3,588,12.3,601+,-
801-1000,University of Parma,IT,L,FC,HI,5,A,9.3,501+,2.8,501+,2.8,601+,33.8,405,2.2,601+,7.1,601+,72.7,432,9.1,601+,-
801-1000,University of Patras,GR,XL,FC,HI,4,A,11.7,501+,21.1,438,2.6,601+,22.8,514,1.6,601+,5.4,601+,74.8,401,9.4,601+,-
801-1000,University of Peshawar,PK,M,FO,VH,4,A,5.4,501+,6.8,501+,38.6,401,15.6,601+,,,2.2,601+,42.7,601+,22.5,539,-
801-1000,University of Salford,UK,L,CO,HI,4,A,6.6,501+,4.6,501+,8.1,601+,8.4,601+,35.4,439,59.7,237,62.4,542,7.4,601+,-
801-1000,University of Santo Tomas,PH,L,FC,MD,5,B,10.8,501+,23.9,400,15.4,601+,1.2,601+,40.3,403,8.5,601+,12.1,601+,20.7,572,-
801-1000,University of Seoul ,KR,M,CO,VH,3,A,10.1,501+,8.9,501+,34,456,8.3,601+,3.8,601+,6.3,601+,24,601+,4.4,601+,-
801-1000,University of the Punjab,PK,L,CO,VH,5,A,13.5,501+,50.1,173,5.4,601+,8.1,601+,3.3,601+,1.3,601+,43.7,601+,26.8,467,-
801-1000,University of the West of England,UK,L,CO,VH,3,A,9.2,501+,9.9,501+,10.8,601+,10.7,601+,44.4,381,66.2,214,64.8,512,3.5,601+,-
801-1000,University of Tulsa,US,S,CO,VH,5,B,2.2,501+,3.3,501+,34.7,445,15.7,601+,5.1,601+,16.5,593,13.7,601+,40.6,324,-
801-1000,University of Tyumen,RU,M,FO,VH,4,A,3.3,501+,2.2,501+,47.2,329,1.5,601+,5.3,601+,16.8,586,24.6,601+,6.2,601+,-
801-1000,University of Wroclaw,PL,L,CO,VH,4,A,15,501+,13.7,501+,25.6,574,4.7,601+,5.1,601+,7.9,601+,51.2,601+,16.4,601+,-
801-1000,University of Wyoming,US,M,CO,VH,5,A,2.2,501+,1.8,501+,24,597,24.5,496,8.5,601+,4.5,601+,55.1,601+,10.5,601+,-
801-1000,University of Zagreb,HR,XL,FC,VH,5,A,15.8,501+,5.5,501+,28.1,540,4.3,601+,2,601+,1.6,601+,92.6,113,50.7,246,-
801-1000,University of Žilina,SK,M,FO,VH,4,A,4.5,501+,1,501+,52.7,297,5.6,601+,2.8,601+,3,601+,20.8,601+,29.4,432,-
801-1000,Verona University,IT,L,FC,HI,3,A,8.4,501+,5,501+,6.1,601+,37.7,370,5.2,601+,4.6,601+,54.2,601+,5.3,601+,-
801-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),VN,XL,CO,HI,3,A,20.5,408,18.5,491,9.3,601+,1.8,601+,5.3,601+,1.3,601+,43.9,601+,33.6,378,-
801-1000,"Vietnam National University, Hanoi ",VN,XL,FO,VH,3,A,16.6,501+,14.7,501+,12.1,601+,2.3,601+,4.6,601+,1.3,601+,56.3,601+,22.9,529,-
801-1000,Vytautas Magnus University,LT,M,FO,VH,5,A,11.6,501+,17.9,499,14.3,601+,3.5,601+,31,465,35.4,389,29.6,601+,22.4,544,-
801-1000,Worcester Polytechnic Institute,US,M,CO,VH,5,B,3.5,501+,6.6,501+,19.2,601+,26.4,469,28.9,489,26.7,456,36.3,601+,27.3,458,-
801-1000,Wroclaw University of Science and Technology (WRUST),PL,L,FO,VH,5,A,11.4,501+,20.4,450,30.5,508,5.3,601+,3,601+,4.7,601+,66.6,498,4.6,601+,-
801-1000,Wuhan University of Technology,CN,XL,FO,VH,2,A,5.4,501+,2.1,501+,13.3,601+,33.3,411,,,2.9,601+,57.9,596,5.3,601+,-
801-1000,Yamaguchi University ,JP,M,FC,HI,4,A,3.5,501+,1.6,501+,46.4,334,5.3,601+,8.4,601+,3.4,601+,25.8,601+,4.2,601+,-
801-1000,Yerevan State University,AM,L,CO,HI,5,A,6.2,501+,3.9,501+,41,383,1.7,601+,4.6,601+,3.6,601+,20.6,601+,80,105,-
801-1000,Yeungnam University ,KR,L,FC,HI,4,C,4.4,501+,3.5,501+,15.6,601+,22,529,32.8,454,6.5,601+,28.7,601+,3.5,601+,-
801-1000,Yokohama National University,JP,M,CO,VH,4,A,10.3,501+,17.1,501+,17.8,601+,9.9,601+,9.8,601+,11,601+,36.8,601+,16.6,601+,-
801-1000,Zhengzhou University,CN,XL,FC,VH,4,A,4.9,501+,17.3,501+,5.2,601+,46.6,286,,,2.7,601+,30.6,601+,4.5,601+,-
1001-1200,Al Quds University The Arab University in Jerusalem,PS,M,FC,MD,3,A,3.2,501+,6.3,501+,14.7,601+,1.6,601+,48.3,363,6.6,601+,21.3,601+,46.8,270,-
1001-1200,Alexandria University ,EG,XL,FC,HI,4,A,19.6,436,10.4,501+,6.2,601+,1.9,601+,2.4,601+,3.4,601+,62.2,543,4.7,601+,-
